airing_id,date,timestamp,network,network_type,daypart,program,dma,duration_seconds,creative_id,impressions,reach_pct,frequency,cost,cpm,is_national,is_holiday
A000167,2023-01-03,2023-01-03 21:00:00,HGTV,cable,primetime,House Hunters,Los_Angeles,15,creative_A_brand,10719,0.2605,0.01,91.16,8.26,True,False
A000168,2023-01-03,2023-01-03 21:00:00,HGTV,cable,primetime,House Hunters,Chicago,15,creative_A_brand,6385,0.2097,0.01,56.98,8.26,True,False
A000169,2023-01-03,2023-01-03 21:00:00,HGTV,cable,primetime,House Hunters,Houston,15,creative_A_brand,5321,0.1883,0.01,45.58,8.26,True,False
A000170,2023-01-03,2023-01-03 21:00:00,HGTV,cable,primetime,House Hunters,Phoenix,15,creative_A_brand,4123,0.2419,0.01,34.19,8.26,True,False
A000171,2023-01-03,2023-01-03 21:00:00,HGTV,cable,primetime,House Hunters,Philadelphia,15,creative_A_brand,6222,0.1941,0.01,51.28,8.26,True,False
A000172,2023-01-03,2023-01-03 21:00:00,HGTV,cable,primetime,House Hunters,Dallas,15,creative_A_brand,5383,0.1802,0.01,45.58,8.26,True,False
A000173,2023-01-03,2023-01-03 21:00:00,HGTV,cable,primetime,House Hunters,Atlanta,15,creative_A_brand,5184,0.1876,0.01,39.88,8.26,True,False
A000174,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,early_fringe,Diners Drive-Ins,New_York,30,creative_A_brand,7715,0.1024,0.01,114.24,13.76,True,False
A000175,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,early_fringe,Diners Drive-Ins,Los_Angeles,30,creative_A_brand,6262,0.1365,0.01,83.08,13.76,True,False
A000176,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,early_fringe,Diners Drive-Ins,Chicago,30,creative_A_brand,3961,0.0975,0.01,51.93,13.76,True,False
A000177,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,early_fringe,Diners Drive-Ins,Houston,30,creative_A_brand,3239,0.113,0.01,41.54,13.76,True,False
A000178,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,early_fringe,Diners Drive-Ins,Phoenix,30,creative_A_brand,2217,0.101,0.01,31.16,13.76,True,False
A000179,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,early_fringe,Diners Drive-Ins,Philadelphia,30,creative_A_brand,3556,0.1047,0.01,46.73,13.76,True,False
A000180,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,early_fringe,Diners Drive-Ins,Dallas,30,creative_A_brand,3056,0.1364,0.01,41.54,13.76,True,False
A000181,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,early_fringe,Diners Drive-Ins,Atlanta,30,creative_A_brand,2423,0.1217,0.01,36.35,13.76,True,False
A000182,2023-01-03,2023-01-03 21:30:00,ABC,broadcast,primetime,The Bachelor,New_York,30,creative_B_product,23881,0.1915,0.01,1010.55,41.74,True,False
A000183,2023-01-03,2023-01-03 21:30:00,ABC,broadcast,primetime,The Bachelor,Los_Angeles,30,creative_B_product,16847,0.2127,0.01,734.95,41.74,True,False
A000184,2023-01-03,2023-01-03 21:30:00,ABC,broadcast,primetime,The Bachelor,Chicago,30,creative_B_product,11326,0.2314,0.01,459.34,41.74,True,False
A000185,2023-01-03,2023-01-03 21:30:00,ABC,broadcast,primetime,The Bachelor,Houston,30,creative_B_product,8551,0.2688,0.01,367.47,41.74,True,False
A000186,2023-01-03,2023-01-03 21:30:00,ABC,broadcast,primetime,The Bachelor,Phoenix,30,creative_B_product,6743,0.2014,0.01,275.61,41.74,True,False
A000187,2023-01-03,2023-01-03 21:30:00,ABC,broadcast,primetime,The Bachelor,Philadelphia,30,creative_B_product,9116,0.1938,0.01,413.41,41.74,True,False
A000188,2023-01-03,2023-01-03 21:30:00,ABC,broadcast,primetime,The Bachelor,Dallas,30,creative_B_product,8357,0.1945,0.01,367.47,41.74,True,False
A000189,2023-01-03,2023-01-03 21:30:00,ABC,broadcast,primetime,The Bachelor,Atlanta,30,creative_B_product,7221,0.2057,0.01,321.54,41.74,True,False
A000190,2023-01-03,2023-01-03 14:30:00,NBC,broadcast,sports,Chicago Fire,New_York,15,creative_D_promo,38702,0.338,0.01,1008.3,27.96,True,False
A000191,2023-01-03,2023-01-03 14:30:00,NBC,broadcast,sports,Chicago Fire,Los_Angeles,15,creative_D_promo,24959,0.2605,0.01,733.31,27.96,True,False
A000192,2023-01-03,2023-01-03 14:30:00,NBC,broadcast,sports,Chicago Fire,Chicago,15,creative_D_promo,16946,0.3515,0.01,458.32,27.96,True,False
A000193,2023-01-03,2023-01-03 14:30:00,NBC,broadcast,sports,Chicago Fire,Houston,15,creative_D_promo,13263,0.3086,0.01,366.65,27.96,True,False
A000194,2023-01-03,2023-01-03 14:30:00,NBC,broadcast,sports,Chicago Fire,Phoenix,15,creative_D_promo,9403,0.3323,0.01,274.99,27.96,True,False
A000195,2023-01-03,2023-01-03 14:30:00,NBC,broadcast,sports,Chicago Fire,Philadelphia,15,creative_D_promo,13830,0.2788,0.01,412.49,27.96,True,False
A000196,2023-01-03,2023-01-03 14:30:00,NBC,broadcast,sports,Chicago Fire,Dallas,15,creative_D_promo,12919,0.3009,0.01,366.65,27.96,True,False
A000197,2023-01-03,2023-01-03 14:30:00,NBC,broadcast,sports,Chicago Fire,Atlanta,15,creative_D_promo,10884,0.2538,0.01,320.82,27.96,True,False
A000198,2023-01-03,2023-01-03 22:30:00,TBS,cable,primetime,American Dad,New_York,30,creative_A_brand,21932,0.1982,0.01,388.91,17.91,True,False
A000199,2023-01-03,2023-01-03 22:30:00,TBS,cable,primetime,American Dad,Los_Angeles,30,creative_A_brand,16379,0.1879,0.01,282.84,17.91,True,False
A000200,2023-01-03,2023-01-03 22:30:00,TBS,cable,primetime,American Dad,Chicago,30,creative_A_brand,9159,0.1802,0.01,176.78,17.91,True,False
A000201,2023-01-03,2023-01-03 22:30:00,TBS,cable,primetime,American Dad,Houston,30,creative_A_brand,7292,0.2226,0.01,141.42,17.91,True,False
A000202,2023-01-03,2023-01-03 22:30:00,TBS,cable,primetime,American Dad,Phoenix,30,creative_A_brand,6049,0.2515,0.01,106.07,17.91,True,False
A000203,2023-01-03,2023-01-03 22:30:00,TBS,cable,primetime,American Dad,Philadelphia,30,creative_A_brand,8186,0.2566,0.01,159.1,17.91,True,False
A000204,2023-01-03,2023-01-03 22:30:00,TBS,cable,primetime,American Dad,Dallas,30,creative_A_brand,8286,0.2168,0.01,141.42,17.91,True,False
A000205,2023-01-03,2023-01-03 22:30:00,TBS,cable,primetime,American Dad,Atlanta,30,creative_A_brand,7509,0.2692,0.01,123.74,17.91,True,False
A000206,2023-01-03,2023-01-03 14:45:00,NBC,broadcast,daytime,Chicago Fire,New_York,30,creative_B_product,9455,0.0805,0.01,137.17,13.6,True,False
A000207,2023-01-03,2023-01-03 14:45:00,NBC,broadcast,daytime,Chicago Fire,Los_Angeles,30,creative_B_product,7533,0.1047,0.01,99.76,13.6,True,False
A000208,2023-01-03,2023-01-03 14:45:00,NBC,broadcast,daytime,Chicago Fire,Chicago,30,creative_B_product,4417,0.0932,0.01,62.35,13.6,True,False
A000209,2023-01-03,2023-01-03 14:45:00,NBC,broadcast,daytime,Chicago Fire,Houston,30,creative_B_product,3802,0.0883,0.01,49.88,13.6,True,False
A000210,2023-01-03,2023-01-03 14:45:00,NBC,broadcast,daytime,Chicago Fire,Phoenix,30,creative_B_product,2869,0.1044,0.01,37.41,13.6,True,False
A000211,2023-01-03,2023-01-03 14:45:00,NBC,broadcast,daytime,Chicago Fire,Philadelphia,30,creative_B_product,4229,0.0914,0.01,56.12,13.6,True,False
A000212,2023-01-03,2023-01-03 14:45:00,NBC,broadcast,daytime,Chicago Fire,Dallas,30,creative_B_product,3623,0.0928,0.01,49.88,13.6,True,False
A000213,2023-01-03,2023-01-03 14:45:00,NBC,broadcast,daytime,Chicago Fire,Atlanta,30,creative_B_product,3117,0.0861,0.01,43.65,13.6,True,False
A000214,2023-01-03,2023-01-03 14:30:00,TNT,cable,sports,AEW Dynamite,Dallas,15,creative_B_product,132512,0.304,0.11,1887.9,14.59,False,False
A000215,2023-01-03,2023-01-03 20:00:00,Food_Network,cable,sports,Diners Drive-Ins,New_York,30,creative_A_brand,115183,0.2523,0.04,5087.94,46.42,False,False
A000216,2023-01-03,2023-01-03 22:00:00,Food_Network,cable,primetime,Chopped,New_York,30,creative_A_brand,23779,0.2288,0.01,488.98,21.36,True,False
A000217,2023-01-03,2023-01-03 22:00:00,Food_Network,cable,primetime,Chopped,Los_Angeles,30,creative_A_brand,15822,0.2111,0.01,355.62,21.36,True,False
A000218,2023-01-03,2023-01-03 22:00:00,Food_Network,cable,primetime,Chopped,Chicago,30,creative_A_brand,9742,0.2618,0.01,222.26,21.36,True,False
A000219,2023-01-03,2023-01-03 22:00:00,Food_Network,cable,primetime,Chopped,Houston,30,creative_A_brand,8463,0.2161,0.01,177.81,21.36,True,False
A000220,2023-01-03,2023-01-03 22:00:00,Food_Network,cable,primetime,Chopped,Phoenix,30,creative_A_brand,6195,0.2653,0.01,133.36,21.36,True,False
A000221,2023-01-03,2023-01-03 22:00:00,Food_Network,cable,primetime,Chopped,Philadelphia,30,creative_A_brand,8715,0.2328,0.01,200.04,21.36,True,False
A000222,2023-01-03,2023-01-03 22:00:00,Food_Network,cable,primetime,Chopped,Dallas,30,creative_A_brand,8334,0.235,0.01,177.81,21.36,True,False
A000223,2023-01-03,2023-01-03 22:00:00,Food_Network,cable,primetime,Chopped,Atlanta,30,creative_A_brand,6581,0.2585,0.01,155.58,21.36,True,False
A000224,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,sports,Chopped,New_York,15,creative_B_product,28128,0.3521,0.01,580.16,21.6,True,False
A000225,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,sports,Chopped,Los_Angeles,15,creative_B_product,21195,0.2941,0.01,421.94,21.6,True,False
A000226,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,sports,Chopped,Chicago,15,creative_B_product,11264,0.3582,0.01,263.71,21.6,True,False
A000227,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,sports,Chopped,Houston,15,creative_B_product,10428,0.255,0.01,210.97,21.6,True,False
A000228,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,sports,Chopped,Phoenix,15,creative_B_product,7941,0.3444,0.01,158.23,21.6,True,False
A000229,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,sports,Chopped,Philadelphia,15,creative_B_product,11028,0.311,0.01,237.34,21.6,True,False
A000230,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,sports,Chopped,Dallas,15,creative_B_product,9569,0.2466,0.01,210.97,21.6,True,False
A000231,2023-01-03,2023-01-03 16:45:00,Food_Network,cable,sports,Chopped,Atlanta,15,creative_B_product,8264,0.3363,0.01,184.6,21.6,True,False
A000232,2023-01-03,2023-01-03 12:00:00,ABC,broadcast,daytime,The Bachelor,Dallas,60,creative_A_brand,31478,0.1049,0.08,901.84,25.97,False,False
A000233,2023-01-03,2023-01-03 21:00:00,ABC,broadcast,primetime,The Bachelor,New_York,60,creative_B_product,17519,0.2678,0.01,1081.57,61.92,True,False
A000234,2023-01-03,2023-01-03 21:00:00,ABC,broadcast,primetime,The Bachelor,Los_Angeles,60,creative_B_product,12598,0.2302,0.01,786.6,61.92,True,False
A000235,2023-01-03,2023-01-03 21:00:00,ABC,broadcast,primetime,The Bachelor,Chicago,60,creative_B_product,8511,0.2282,0.01,491.62,61.92,True,False
A000236,2023-01-03,2023-01-03 21:00:00,ABC,broadcast,primetime,The Bachelor,Houston,60,creative_B_product,5950,0.207,0.01,393.3,61.92,True,False
A000237,2023-01-03,2023-01-03 21:00:00,ABC,broadcast,primetime,The Bachelor,Phoenix,60,creative_B_product,4582,0.2158,0.01,294.97,61.92,True,False
A000238,2023-01-03,2023-01-03 21:00:00,ABC,broadcast,primetime,The Bachelor,Philadelphia,60,creative_B_product,7040,0.252,0.01,442.46,61.92,True,False
A000239,2023-01-03,2023-01-03 21:00:00,ABC,broadcast,primetime,The Bachelor,Dallas,60,creative_B_product,6160,0.2221,0.01,393.3,61.92,True,False
A000240,2023-01-03,2023-01-03 21:00:00,ABC,broadcast,primetime,The Bachelor,Atlanta,60,creative_B_product,5696,0.214,0.01,344.14,61.92,True,False
A000241,2023-01-04,2023-01-04 21:15:00,NBC,broadcast,primetime,The Voice,New_York,30,creative_B_product,17393,0.2478,0.01,609.36,32.06,True,False
A000242,2023-01-04,2023-01-04 21:15:00,NBC,broadcast,primetime,The Voice,Los_Angeles,30,creative_B_product,13193,0.2608,0.01,443.17,32.06,True,False
A000243,2023-01-04,2023-01-04 21:15:00,NBC,broadcast,primetime,The Voice,Chicago,30,creative_B_product,8685,0.2521,0.01,276.98,32.06,True,False
A000244,2023-01-04,2023-01-04 21:15:00,NBC,broadcast,primetime,The Voice,Houston,30,creative_B_product,7573,0.2556,0.01,221.58,32.06,True,False
A000245,2023-01-04,2023-01-04 21:15:00,NBC,broadcast,primetime,The Voice,Phoenix,30,creative_B_product,5564,0.2167,0.01,166.19,32.06,True,False
A000246,2023-01-04,2023-01-04 21:15:00,NBC,broadcast,primetime,The Voice,Philadelphia,30,creative_B_product,7856,0.2028,0.01,249.28,32.06,True,False
A000247,2023-01-04,2023-01-04 21:15:00,NBC,broadcast,primetime,The Voice,Dallas,30,creative_B_product,6491,0.2255,0.01,221.58,32.06,True,False
A000248,2023-01-04,2023-01-04 21:15:00,NBC,broadcast,primetime,The Voice,Atlanta,30,creative_B_product,6162,0.2105,0.01,193.89,32.06,True,False
A000249,2023-01-04,2023-01-04 22:45:00,HGTV,cable,primetime,House Hunters,New_York,15,creative_B_product,29359,0.1927,0.01,303.19,11.24,True,False
A000250,2023-01-04,2023-01-04 22:45:00,HGTV,cable,primetime,House Hunters,Los_Angeles,15,creative_B_product,19242,0.2092,0.01,220.5,11.24,True,False
A000251,2023-01-04,2023-01-04 22:45:00,HGTV,cable,primetime,House Hunters,Chicago,15,creative_B_product,11243,0.237,0.01,137.81,11.24,True,False
A000252,2023-01-04,2023-01-04 22:45:00,HGTV,cable,primetime,House Hunters,Houston,15,creative_B_product,10267,0.2563,0.01,110.25,11.24,True,False
A000253,2023-01-04,2023-01-04 22:45:00,HGTV,cable,primetime,House Hunters,Phoenix,15,creative_B_product,6798,0.2589,0.01,82.69,11.24,True,False
A000254,2023-01-04,2023-01-04 22:45:00,HGTV,cable,primetime,House Hunters,Philadelphia,15,creative_B_product,11345,0.2434,0.01,124.03,11.24,True,False
A000255,2023-01-04,2023-01-04 22:45:00,HGTV,cable,primetime,House Hunters,Dallas,15,creative_B_product,10609,0.2362,0.01,110.25,11.24,True,False
A000256,2023-01-04,2023-01-04 22:45:00,HGTV,cable,primetime,House Hunters,Atlanta,15,creative_B_product,8297,0.2543,0.01,96.47,11.24,True,False
A000257,2023-01-04,2023-01-04 16:00:00,NBC,broadcast,early_fringe,The Voice,New_York,30,creative_A_brand,12097,0.1377,0.01,280.07,21.48,True,False
A000258,2023-01-04,2023-01-04 16:00:00,NBC,broadcast,early_fringe,The Voice,Los_Angeles,30,creative_A_brand,9456,0.1389,0.01,203.69,21.48,True,False
A000259,2023-01-04,2023-01-04 16:00:00,NBC,broadcast,early_fringe,The Voice,Chicago,30,creative_A_brand,6280,0.1164,0.01,127.31,21.48,True,False
A000260,2023-01-04,2023-01-04 16:00:00,NBC,broadcast,early_fringe,The Voice,Houston,30,creative_A_brand,4287,0.1089,0.01,101.84,21.48,True,False
A000261,2023-01-04,2023-01-04 16:00:00,NBC,broadcast,early_fringe,The Voice,Phoenix,30,creative_A_brand,3584,0.1264,0.01,76.38,21.48,True,False
A000262,2023-01-04,2023-01-04 16:00:00,NBC,broadcast,early_fringe,The Voice,Philadelphia,30,creative_A_brand,5074,0.1027,0.01,114.58,21.48,True,False
A000263,2023-01-04,2023-01-04 16:00:00,NBC,broadcast,early_fringe,The Voice,Dallas,30,creative_A_brand,5057,0.1433,0.01,101.84,21.48,True,False
A000264,2023-01-04,2023-01-04 16:00:00,NBC,broadcast,early_fringe,The Voice,Atlanta,30,creative_A_brand,4169,0.1042,0.01,89.11,21.48,True,False
A000265,2023-01-04,2023-01-04 16:15:00,NBC,broadcast,sports,Law & Order,New_York,30,creative_B_product,29350,0.2568,0.01,1908.21,59.9,True,False
A000266,2023-01-04,2023-01-04 16:15:00,NBC,broadcast,sports,Law & Order,Los_Angeles,30,creative_B_product,22073,0.272,0.01,1387.79,59.9,True,False
A000267,2023-01-04,2023-01-04 16:15:00,NBC,broadcast,sports,Law & Order,Chicago,30,creative_B_product,15153,0.2701,0.01,867.37,59.9,True,False
A000268,2023-01-04,2023-01-04 16:15:00,NBC,broadcast,sports,Law & Order,Houston,30,creative_B_product,11892,0.2993,0.01,693.89,59.9,True,False
A000269,2023-01-04,2023-01-04 16:15:00,NBC,broadcast,sports,Law & Order,Phoenix,30,creative_B_product,8815,0.3406,0.01,520.42,59.9,True,False
A000270,2023-01-04,2023-01-04 16:15:00,NBC,broadcast,sports,Law & Order,Philadelphia,30,creative_B_product,12783,0.3325,0.01,780.63,59.9,True,False
A000271,2023-01-04,2023-01-04 16:15:00,NBC,broadcast,sports,Law & Order,Dallas,30,creative_B_product,11403,0.2825,0.01,693.89,59.9,True,False
A000272,2023-01-04,2023-01-04 16:15:00,NBC,broadcast,sports,Law & Order,Atlanta,30,creative_B_product,11066,0.2621,0.01,607.16,59.9,True,False
A000273,2023-01-04,2023-01-04 16:30:00,NBC,broadcast,early_fringe,The Voice,New_York,30,creative_B_product,13994,0.1418,0.01,258.71,18.1,True,False
A000274,2023-01-04,2023-01-04 16:30:00,NBC,broadcast,early_fringe,The Voice,Los_Angeles,30,creative_B_product,9634,0.1192,0.01,188.15,18.1,True,False
A000275,2023-01-04,2023-01-04 16:30:00,NBC,broadcast,early_fringe,The Voice,Chicago,30,creative_B_product,6196,0.1219,0.01,117.59,18.1,True,False
A000276,2023-01-04,2023-01-04 16:30:00,NBC,broadcast,early_fringe,The Voice,Houston,30,creative_B_product,4845,0.1364,0.01,94.08,18.1,True,False
A000277,2023-01-04,2023-01-04 16:30:00,NBC,broadcast,early_fringe,The Voice,Phoenix,30,creative_B_product,4167,0.1419,0.01,70.56,18.1,True,False
A000278,2023-01-04,2023-01-04 16:30:00,NBC,broadcast,early_fringe,The Voice,Philadelphia,30,creative_B_product,5442,0.1259,0.01,105.83,18.1,True,False
A000279,2023-01-04,2023-01-04 16:30:00,NBC,broadcast,early_fringe,The Voice,Dallas,30,creative_B_product,5169,0.1125,0.01,94.08,18.1,True,False
A000280,2023-01-04,2023-01-04 16:30:00,NBC,broadcast,early_fringe,The Voice,Atlanta,30,creative_B_product,4411,0.1158,0.01,82.32,18.1,True,False
A000281,2023-01-04,2023-01-04 22:30:00,CNN,cable,primetime,CNN Tonight,New_York,15,creative_D_promo,17764,0.2626,0.01,190.28,9.84,True,False
A000282,2023-01-04,2023-01-04 22:30:00,CNN,cable,primetime,CNN Tonight,Los_Angeles,15,creative_D_promo,13046,0.2655,0.01,138.38,9.84,True,False
A000283,2023-01-04,2023-01-04 22:30:00,CNN,cable,primetime,CNN Tonight,Chicago,15,creative_D_promo,8697,0.1967,0.01,86.49,9.84,True,False
A000284,2023-01-04,2023-01-04 22:30:00,CNN,cable,primetime,CNN Tonight,Houston,15,creative_D_promo,7093,0.2586,0.01,69.19,9.84,True,False
A000285,2023-01-04,2023-01-04 22:30:00,CNN,cable,primetime,CNN Tonight,Phoenix,15,creative_D_promo,5520,0.2526,0.01,51.89,9.84,True,False
A000286,2023-01-04,2023-01-04 22:30:00,CNN,cable,primetime,CNN Tonight,Philadelphia,15,creative_D_promo,8164,0.2423,0.01,77.84,9.84,True,False
A000287,2023-01-04,2023-01-04 22:30:00,CNN,cable,primetime,CNN Tonight,Dallas,15,creative_D_promo,7525,0.2025,0.01,69.19,9.84,True,False
A000288,2023-01-04,2023-01-04 22:30:00,CNN,cable,primetime,CNN Tonight,Atlanta,15,creative_D_promo,6141,0.1999,0.01,60.54,9.84,True,False
A000289,2023-01-04,2023-01-04 21:45:00,TNT,cable,primetime,AEW Dynamite,New_York,60,creative_B_product,17052,0.1973,0.01,471.39,28.92,True,False
A000290,2023-01-04,2023-01-04 21:45:00,TNT,cable,primetime,AEW Dynamite,Los_Angeles,60,creative_B_product,10941,0.218,0.01,342.83,28.92,True,False
A000291,2023-01-04,2023-01-04 21:45:00,TNT,cable,primetime,AEW Dynamite,Chicago,60,creative_B_product,7846,0.2471,0.01,214.27,28.92,True,False
A000292,2023-01-04,2023-01-04 21:45:00,TNT,cable,primetime,AEW Dynamite,Houston,60,creative_B_product,5399,0.221,0.01,171.41,28.92,True,False
A000293,2023-01-04,2023-01-04 21:45:00,TNT,cable,primetime,AEW Dynamite,Phoenix,60,creative_B_product,4465,0.238,0.01,128.56,28.92,True,False
A000294,2023-01-04,2023-01-04 21:45:00,TNT,cable,primetime,AEW Dynamite,Philadelphia,60,creative_B_product,6868,0.2128,0.01,192.84,28.92,True,False
A000295,2023-01-04,2023-01-04 21:45:00,TNT,cable,primetime,AEW Dynamite,Dallas,60,creative_B_product,5998,0.2233,0.01,171.41,28.92,True,False
A000296,2023-01-04,2023-01-04 21:45:00,TNT,cable,primetime,AEW Dynamite,Atlanta,60,creative_B_product,5585,0.2277,0.01,149.99,28.92,True,False
A000297,2023-01-04,2023-01-04 15:45:00,NBC,broadcast,daytime,Law & Order,New_York,30,creative_B_product,33409,0.0729,0.04,501.24,14.2,False,False
A000298,2023-01-04,2023-01-04 05:00:00,TBS,cable,early_morning,American Dad,Chicago,30,creative_D_promo,11276,0.0446,0.05,40.55,3.26,False,False
A000299,2023-01-04,2023-01-04 21:15:00,Food_Network,cable,sports,Diners Drive-Ins,New_York,30,creative_B_product,26467,0.3423,0.01,692.46,25.1,True,False
A000300,2023-01-04,2023-01-04 21:15:00,Food_Network,cable,sports,Diners Drive-Ins,Los_Angeles,30,creative_B_product,20928,0.3107,0.01,503.6,25.1,True,False
A000301,2023-01-04,2023-01-04 21:15:00,Food_Network,cable,sports,Diners Drive-Ins,Chicago,30,creative_B_product,11981,0.3492,0.01,314.75,25.1,True,False
A000302,2023-01-04,2023-01-04 21:15:00,Food_Network,cable,sports,Diners Drive-Ins,Houston,30,creative_B_product,9119,0.2531,0.01,251.8,25.1,True,False
A000303,2023-01-04,2023-01-04 21:15:00,Food_Network,cable,sports,Diners Drive-Ins,Phoenix,30,creative_B_product,7360,0.2549,0.01,188.85,25.1,True,False
A000304,2023-01-04,2023-01-04 21:15:00,Food_Network,cable,sports,Diners Drive-Ins,Philadelphia,30,creative_B_product,12315,0.3358,0.01,283.28,25.1,True,False
A000305,2023-01-04,2023-01-04 21:15:00,Food_Network,cable,sports,Diners Drive-Ins,Dallas,30,creative_B_product,9548,0.3106,0.01,251.8,25.1,True,False
A000306,2023-01-04,2023-01-04 21:15:00,Food_Network,cable,sports,Diners Drive-Ins,Atlanta,30,creative_B_product,9624,0.3461,0.01,220.33,25.1,True,False
A000307,2023-01-04,2023-01-04 20:30:00,TBS,cable,primetime,MLB Postseason,New_York,60,creative_C_testimonial,23370,0.1842,0.01,682.75,27.0,True,False
